Date : 2024-08-27 21:03:15
Directory : d:\BaiduSyncdisk\OCI
Total : 142 files,  7417 codes, 5178 comments, 1568 blanks, all 14163 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| d:\BaiduSyncdisk\OCI\execute\define\pull.cpp                 | C++      |         22 |          7 |          3 |         32 |
| d:\BaiduSyncdisk\OCI\execute\define\types.cpp                | C++      |         20 |         21 |          2 |         43 |
| d:\BaiduSyncdisk\OCI\execute\go\file.cpp                     | C++      |         32 |         45 |          4 |         81 |
| d:\BaiduSyncdisk\OCI\execute\go\string.cpp                   | C++      |         35 |         10 |          2 |         47 |
| d:\BaiduSyncdisk\OCI\execute\idtools\idtools.cpp             | C++      |          7 |          8 |          3 |         18 |
| d:\BaiduSyncdisk\OCI\execute\imagebuildah\build.cpp          | C++      |        183 |         17 |         20 |        220 |
| d:\BaiduSyncdisk\OCI\execute\imagebuildah\executor.cpp       | C++      |         28 |          2 |          4 |         34 |
| d:\BaiduSyncdisk\OCI\execute\imagebuildah\stage_executor.cpp | C++      |          1 |          0 |          1 |          2 |
| d:\BaiduSyncdisk\OCI\execute\imagebuilder\builder.cpp        | C++      |         30 |          7 |          5 |         42 |
| d:\BaiduSyncdisk\OCI\execute\imagebuilder\evaluator.cpp      | C++      |         13 |          1 |          2 |         16 |
| d:\BaiduSyncdisk\OCI\execute\internal\types.cpp              | C++      |          1 |         21 |          4 |         26 |
| d:\BaiduSyncdisk\OCI\execute\logrus\logger.cpp               | C++      |          5 |          0 |          2 |          7 |
| d:\BaiduSyncdisk\OCI\execute\logrus\logrus.cpp               | C++      |         73 |          0 |          4 |         77 |
| d:\BaiduSyncdisk\OCI\execute\main.cpp                        | C++      |         25 |         38 |          4 |         67 |
| d:\BaiduSyncdisk\OCI\execute\main\build.cpp                  | C++      |        238 |         97 |         19 |        354 |
| d:\BaiduSyncdisk\OCI\execute\main\config.cpp                 | C++      |         15 |         36 |          4 |         55 |
| d:\BaiduSyncdisk\OCI\execute\main\images.cpp                 | C++      |         15 |         21 |          4 |         40 |
| d:\BaiduSyncdisk\OCI\execute\main\info.cpp                   | C++      |         11 |         19 |          2 |         32 |
| d:\BaiduSyncdisk\OCI\execute\main\inspect.cpp                | C++      |         11 |         19 |          2 |         32 |
| d:\BaiduSyncdisk\OCI\execute\main\login.cpp                  | C++      |         13 |         21 |          3 |         37 |
| d:\BaiduSyncdisk\OCI\execute\main\logout.cpp                 | C++      |         13 |         21 |          3 |         37 |
| d:\BaiduSyncdisk\OCI\execute\main\pull.cpp                   | C++      |         17 |         21 |          4 |         42 |
| d:\BaiduSyncdisk\OCI\execute\main\push.cpp                   | C++      |         15 |         21 |          3 |         39 |
| d:\BaiduSyncdisk\OCI\execute\main\rmi.cpp                    | C++      |         11 |         19 |          2 |         32 |
| d:\BaiduSyncdisk\OCI\execute\main\root.cpp                   | C++      |         50 |         17 |         10 |         77 |
| d:\BaiduSyncdisk\OCI\execute\main\tag.cpp                    | C++      |         12 |         19 |          2 |         33 |
| d:\BaiduSyncdisk\OCI\execute\main\version.cpp                | C++      |         13 |         21 |          3 |         37 |
| d:\BaiduSyncdisk\OCI\execute\multierror\group.cpp            | C++      |         18 |         32 |          3 |         53 |
| d:\BaiduSyncdisk\OCI\execute\parse\buildkitparser.cpp        | C++      |         56 |          3 |         10 |         69 |
| d:\BaiduSyncdisk\OCI\execute\parse\dockerfileparse.cpp       | C++      |        332 |         45 |         49 |        426 |
| d:\BaiduSyncdisk\OCI\execute\parse\line_parsers.cpp          | C++      |        385 |         33 |         51 |        469 |
| d:\BaiduSyncdisk\OCI\execute\parse\parse.cpp                 | C++      |        373 |        128 |         66 |        567 |
| d:\BaiduSyncdisk\OCI\execute\parse\split_command.cpp         | C++      |        104 |          5 |         10 |        119 |
| d:\BaiduSyncdisk\OCI\execute\pflag\value.cpp                 | C++      |        165 |        202 |          4 |        371 |
| d:\BaiduSyncdisk\OCI\execute\reference\reference.cpp         | C++      |         29 |          0 |          1 |         30 |
| d:\BaiduSyncdisk\OCI\execute\regexp\regexp.cpp               | C++      |        243 |         26 |         52 |        321 |
| d:\BaiduSyncdisk\OCI\execute\semaphore\semaphore.cpp         | C++      |          4 |          0 |          1 |          5 |
| d:\BaiduSyncdisk\OCI\execute\shell\lex.cpp                   | C++      |        306 |         14 |         32 |        352 |
| d:\BaiduSyncdisk\OCI\execute\storage\storage.cpp             | C++      |          5 |          0 |          1 |          6 |
| d:\BaiduSyncdisk\OCI\execute\storage\store.cpp               | C++      |          0 |          0 |          3 |          3 |
| d:\BaiduSyncdisk\OCI\execute\transports\transports.cpp       | C++      |         30 |          0 |          1 |         31 |
| d:\BaiduSyncdisk\OCI\execute\types\options.cpp               | C++      |        141 |        117 |         17 |        275 |
| d:\BaiduSyncdisk\OCI\execute\util\util.cpp                   | C++      |         76 |         24 |          7 |        107 |
| d:\BaiduSyncdisk\OCI\execute\v1\descriptor.cpp               | C++      |          7 |          0 |          1 |          8 |
| d:\BaiduSyncdisk\OCI\include\alltransports\alltransports.h   | C++      |         10 |          0 |          4 |         14 |
| d:\BaiduSyncdisk\OCI\include\attributedstring\slice.h        | C++      |         13 |          0 |          1 |         14 |
| d:\BaiduSyncdisk\OCI\include\auth\auth.h                     | C++      |          7 |          0 |          2 |          9 |
| d:\BaiduSyncdisk\OCI\include\buildah\buildah.h               | C++      |         50 |         39 |         38 |        127 |
| d:\BaiduSyncdisk\OCI\include\buildah\digest.h                | C++      |         25 |          5 |          7 |         37 |
| d:\BaiduSyncdisk\OCI\include\bytes\buffer.h                  | C++      |         20 |          3 |          4 |         27 |
| d:\BaiduSyncdisk\OCI\include\capabilities\capabilities.h     | C++      |          3 |          0 |          4 |          7 |
| d:\BaiduSyncdisk\OCI\include\cli\build.h                     | C++      |        124 |        141 |          9 |        274 |
| d:\BaiduSyncdisk\OCI\include\cli\common.h                    | C++      |         26 |         20 |          2 |         48 |
| d:\BaiduSyncdisk\OCI\include\cobra\args.h                    | C++      |         13 |         11 |          2 |         26 |
| d:\BaiduSyncdisk\OCI\include\cobra\command.h                 | C++      |         92 |         50 |          8 |        150 |
| d:\BaiduSyncdisk\OCI\include\cobra\error.h                   | C++      |         24 |         19 |          5 |         48 |
| d:\BaiduSyncdisk\OCI\include\cobra\flag.h                    | C++      |         81 |         27 |          5 |        113 |
| d:\BaiduSyncdisk\OCI\include\config\config.h                 | C++      |         44 |         14 |         21 |         79 |
| d:\BaiduSyncdisk\OCI\include\define\build.h                  | C++      |        184 |        255 |         13 |        452 |
| d:\BaiduSyncdisk\OCI\include\define\namespace.h              | C++      |         18 |          0 |          2 |         20 |
| d:\BaiduSyncdisk\OCI\include\define\pull.h                   | C++      |         22 |          0 |          4 |         26 |
| d:\BaiduSyncdisk\OCI\include\define\types.h                  | C++      |        132 |         69 |         13 |        214 |
| d:\BaiduSyncdisk\OCI\include\define\types_unix.h             | C++      |         15 |          0 |          1 |         16 |
| d:\BaiduSyncdisk\OCI\include\devices\devices.h               | C++      |         30 |         11 |         10 |         51 |
| d:\BaiduSyncdisk\OCI\include\digest\digest.h                 | C++      |         13 |          0 |          3 |         16 |
| d:\BaiduSyncdisk\OCI\include\docker\container.h              | C++      |         58 |         11 |          6 |         75 |
| d:\BaiduSyncdisk\OCI\include\go\file.h                       | C++      |         14 |          0 |          6 |         20 |
| d:\BaiduSyncdisk\OCI\include\go\string.h                     | C++      |         13 |         10 |          1 |         24 |
| d:\BaiduSyncdisk\OCI\include\graphdriver\driver.h            | C++      |         22 |          3 |          4 |         29 |
| d:\BaiduSyncdisk\OCI\include\idtools\idtools.h               | C++      |         28 |          0 |          5 |         33 |
| d:\BaiduSyncdisk\OCI\include\imagebuildah\build.h            | C++      |         14 |          0 |          3 |         17 |
| d:\BaiduSyncdisk\OCI\include\imagebuildah\executor.h         | C++      |        135 |          3 |          5 |        143 |
| d:\BaiduSyncdisk\OCI\include\imagebuildah\stage_executor.h   | C++      |         40 |         10 |          4 |         54 |
| d:\BaiduSyncdisk\OCI\include\imagebuilder\builder.h          | C++      |         76 |          3 |          6 |         85 |
| d:\BaiduSyncdisk\OCI\include\imagebuilder\evaluator.h        | C++      |         13 |          0 |          2 |         15 |
| d:\BaiduSyncdisk\OCI\include\internal\types.h                | C++      |         21 |          2 |          3 |         26 |
| d:\BaiduSyncdisk\OCI\include\logrus\bufferpool.h             | C++      |         14 |          1 |          3 |         18 |
| d:\BaiduSyncdisk\OCI\include\logrus\formatter.h              | C++      |         13 |          1 |          2 |         16 |
| d:\BaiduSyncdisk\OCI\include\logrus\hooks.h                  | C++      |         15 |         16 |          4 |         35 |
| d:\BaiduSyncdisk\OCI\include\logrus\logger.h                 | C++      |         32 |         61 |         16 |        109 |
| d:\BaiduSyncdisk\OCI\include\logrus\logrus.h                 | C++      |         26 |          9 |          2 |         37 |
| d:\BaiduSyncdisk\OCI\include\main\build.h                    | C++      |         27 |         15 |          2 |         44 |
| d:\BaiduSyncdisk\OCI\include\main\config.h                   | C++      |         23 |         15 |          1 |         39 |
| d:\BaiduSyncdisk\OCI\include\main\images.h                   | C++      |         15 |         16 |          1 |         32 |
| d:\BaiduSyncdisk\OCI\include\main\info.h                     | C++      |         11 |         10 |          1 |         22 |
| d:\BaiduSyncdisk\OCI\include\main\inspect.h                  | C++      |         11 |         10 |          1 |         22 |
| d:\BaiduSyncdisk\OCI\include\main\login.h                    | C++      |         17 |         15 |          1 |         33 |
| d:\BaiduSyncdisk\OCI\include\main\logout.h                   | C++      |         15 |         16 |          3 |         34 |
| d:\BaiduSyncdisk\OCI\include\main\pull.h                     | C++      |         15 |         15 |          1 |         31 |
| d:\BaiduSyncdisk\OCI\include\main\push.h                     | C++      |         15 |         15 |          1 |         31 |
| d:\BaiduSyncdisk\OCI\include\main\rmi.h                      | C++      |         11 |         10 |          1 |         22 |
| d:\BaiduSyncdisk\OCI\include\main\root.h                     | C++      |         22 |         22 |          4 |         48 |
| d:\BaiduSyncdisk\OCI\include\main\tag.h                      | C++      |         11 |         10 |          1 |         22 |
| d:\BaiduSyncdisk\OCI\include\main\version.h                  | C++      |         15 |         15 |          1 |         31 |
| d:\BaiduSyncdisk\OCI\include\multierror\group.h              | C++      |         21 |          0 |          3 |         24 |
| d:\BaiduSyncdisk\OCI\include\parse\buildkitparser.h          | C++      |         16 |          0 |          1 |         17 |
| d:\BaiduSyncdisk\OCI\include\parse\dockerfileparse.h         | C++      |         61 |          1 |          6 |         68 |
| d:\BaiduSyncdisk\OCI\include\parse\line_parsers.h            | C++      |         23 |          0 |          1 |         24 |
| d:\BaiduSyncdisk\OCI\include\parse\parse.h                   | C++      |         24 |          1 |          4 |         29 |
| d:\BaiduSyncdisk\OCI\include\parse\split_command.h           | C++      |         11 |          0 |          2 |         13 |
| d:\BaiduSyncdisk\OCI\include\pflag\value.h                   | C++      |         88 |         42 |          2 |        132 |
| d:\BaiduSyncdisk\OCI\include\reference\reference.h           | C++      |         46 |          1 |          3 |         50 |
| d:\BaiduSyncdisk\OCI\include\regexp\regexp.h                 | C++      |         45 |          0 |          1 |         46 |
| d:\BaiduSyncdisk\OCI\include\runtime_spec\config.h           | C++      |          7 |          0 |          4 |         11 |
| d:\BaiduSyncdisk\OCI\include\semaphore\semaphore.h           | C++      |         17 |          0 |          3 |         20 |
| d:\BaiduSyncdisk\OCI\include\shell\lex.h                     | C++      |         56 |          2 |         10 |         68 |
| d:\BaiduSyncdisk\OCI\include\specs\specs.h                   | C++      |         34 |         25 |          4 |         63 |
| d:\BaiduSyncdisk\OCI\include\sshagent\sshagent.h             | C++      |         14 |          1 |          3 |         18 |
| d:\BaiduSyncdisk\OCI\include\storage\layers.h                | C++      |         16 |          0 |          3 |         19 |
| d:\BaiduSyncdisk\OCI\include\storage\storage.h               | C++      |         29 |         17 |          8 |         54 |
| d:\BaiduSyncdisk\OCI\include\sync\cond.h                     | C++      |         13 |          4 |          3 |         20 |
| d:\BaiduSyncdisk\OCI\include\sync\mutex.h                    | C++      |         14 |         16 |          5 |         35 |
| d:\BaiduSyncdisk\OCI\include\sync\pool.h                     | C++      |         21 |          4 |          8 |         33 |
| d:\BaiduSyncdisk\OCI\include\system\lcow_unix.h              | C++      |         16 |          4 |          1 |         21 |
| d:\BaiduSyncdisk\OCI\include\transports\transports.h         | C++      |         19 |          0 |          4 |         23 |
| d:\BaiduSyncdisk\OCI\include\types\network.h                 | C++      |         10 |          0 |          3 |         13 |
| d:\BaiduSyncdisk\OCI\include\types\options.h                 | C++      |         44 |         35 |          2 |         81 |
| d:\BaiduSyncdisk\OCI\include\types\types.h                   | C++      |         18 |         20 |         12 |         50 |
| d:\BaiduSyncdisk\OCI\include\util\util.h                     | C++      |         16 |          0 |          7 |         23 |
| d:\BaiduSyncdisk\OCI\include\v1\config.h                     | C++      |         46 |         24 |         15 |         85 |
| d:\BaiduSyncdisk\OCI\include\v1\descriptor.h                 | C++      |         36 |          0 |          3 |         39 |
| d:\BaiduSyncdisk\OCI\include\v1\mediatype.h                  | C++      |         15 |         11 |         11 |         37 |
| d:\BaiduSyncdisk\OCI\test.cpp                                | C++      |         26 |          0 |          6 |         32 |
| Total                                                        |          |      7,417 |      5,178 |      1,568 |     14,163 |
+--------------------------------------------------------------+----------+------------+------------+------------+------------+
